loan_id,issue_month,fico,annual_inc,dti,revol_util,emp_length_yrs,loan_amnt,term,int_rate,home_ownership,purpose,default_60d
L118838,8,660,40899.46,15.41,34.1%,7 years,15000, 36 months,15.19%,MORTGAGE,debt_consolidation,0
L118839,9,793,"$51,723.60",11.11,0.0%,10+ years,14800, 36 months,7.14%,Mortgage,credit_card,0
L118840,14,763,106837.5,,106.0%,10+ years,27000, 36 months,8.71%,rent,credit_card,0
L118841,1,736,87124.62,,39.9%,3 years,2500, 36 months,11.82%,RENT,debt_consolidation,0
L118842,9,736,"93,239",16.26,84.3%,< 1 year,3300, 36 months,9.53%,mortgage,major_purchase,0
L118843,18,692,"$63,668.52",7.71,66.7%,,22400, 60 months,11.6%,mortgage,credit_card,0
L118844,9,753,79594.69,28.53,33.1%,< 1 year,21100, 36 months,8.8%,rent,other,0
L118845,24,776,,11.68,72.6%,7 years,8100, 36 months,5.34%,Mortgage,credit_card,0
L118846,2,734,"$42,440.14",13.78,30.6%,8 years,14000, 36 months,9.77%,RENT,debt_consolidation,0
L118847,18,659,80349.58,2.76,100.3%,8 years,9200, 36 months,12.44%,rent,other,0
L118848,23,688,"59,756",22.25,35.6%,< 1 year,4000, 36 months,11.85%,RENT,credit_card,0
L118849,11,722,48899.08,,,10+ years,17800, 36 months,8.5%,rent,small_business,0
L118850,22,736,50086.48,21.93,82.1%,4 years,13400, 36 months,10.47%,MORTGAGE,debt_consolidation,0
L118851,16,686,"45,424",11.54,50.4%,5 years,18000, 36 months,12.87%,MORTGAGE,debt_consolidation,0
L118852,16,659,"$52,027.97",23.2,91.9%,7 years,15600, 36 months,12.91%,Mortgage,credit_card,1
L118853,11,777,59631.82,29.33,29.9%,9 years,40000, 36 months,7.57%,mortgage,debt_consolidation,0
L118854,11,631,83492.03,0.0,104.2%,7 years,23600, 36 months,16.09%,Rent,credit_card,1
L118855,21,638,127343.68,21.55,23.0%,9 years,22200, 60 months,20.08%,mortgage,debt_consolidation,0
L118856,11,617,79558.54,6.29,65.2%,6 years,29900, 36 months,17.28%,MORTGAGE,debt_consolidation,0
L118857,13,638,63486.28,21.61,34.5%,10+ years,15300, 36 months,15.52%,MORTGAGE,debt_consolidation,0
L118858,20,9999,22025.05,26.57,50.8%,< 1 year,27800, 60 months,8.0%,MORTGAGE,debt_consolidation,0
L118859,7,760,"$200,679.60",9.72,84.1%,6 years,17600, 60 months,9.44%,rent,debt_consolidation,0
L118860,9,686,"42,025",11.52,32.3%,10+ years,16100, 36 months,11.96%,Mortgage,credit_card,0
L118861,23,717,"42,710",19.09,96.1%,5 years,24100, 36 months,11.51%,RENT,debt_consolidation,0
L118862,18,689,"112,655",17.88,70.8%,4 years,11300, 60 months,13.76%,Mortgage,debt_consolidation,0
L118863,16,624,"$34,523.47",7.06,,5 years,18400, 60 months,17.28%,Own,home_improvement,0
L118864,5,812,72105.98,13.45,43.4%,10+ years,7000, 36 months,5.0%,RENT,debt_consolidation,0
L118865,9,766,47503.09,11.83,55.1%,10+ years,30600, 60 months,10.59%,Mortgage,other,1
L118866,19,9999,"$52,767.75",16.17,56.6%,8 years,25500, 36 months,11.36%,rent,major_purchase,0
L118867,2,643,61380.85,32.04,27.2%,4 years,6600, 60 months,15.24%,Rent,medical,1
L118868,8,678,32964.14,19.26,36.6%,1 years,4200, 36 months,12.34%,Rent,major_purchase,0
L118869,18,652,"$56,289.18",9.4,20.9%,4 years,27200, 36 months,16.52%,mortgage,debt_consolidation,0
L118870,3,695,100005.13,20.17,90.4%,,1000, 60 months,11.52%,MORTGAGE,home_improvement,0
L118871,16,707,"$57,681.54",15.94,8.1%,10+ years,31500, 36 months,12.85%,MORTGAGE,home_improvement,0
L118872,20,671,344306.2,29.51,8.7%,5 years,15900, 60 months,16.26%,RENT,small_business,0
L118873,6,610,"$62,680.50",14.43,30.7%,2 years,15400, 36 months,19.89%,rent,credit_card,0
L118874,5,807,"$32,915.76",15.57,37.4%,< 1 year,12700, 36 months,5.0%,RENT,debt_consolidation,0
L118875,19,703,46130.4,26.9,35.8%,8 years,14500, 36 months,11.68%,Mortgage,credit_card,1
L118876,4,715,"$22,759.71",11.22,46.0%,6 years,22600, 36 months,7.77%,rent,home_improvement,0
L118877,23,667,"102,622",8.47,80.6%,10+ years,10000, 36 months,15.02%,own,debt_consolidation,1
L118878,3,9999,"$133,616.94",20.17,30.5%,6 years,17800, 60 months,19.29%,Rent,other,0
L118879,5,685,"$91,260.55",19.36,37.1%,7 years,23700, 36 months,14.55%,rent,credit_card,0
L118880,14,672,"$39,337.55",7.37,69.2%,10+ years,8500, 60 months,14.55%,MORTGAGE,debt_consolidation,0
L118881,4,729,38707.03,2.08,91.8%,8 years,19200, 36 months,9.65%,Mortgage,debt_consolidation,0
L118882,22,740,"$86,536.21",20.57,71.9%,6 years,11200, 36 months,10.14%,Rent,credit_card,0
L118883,20,732,46144.28,20.52,0.0%,8 years,27100, 36 months,11.37%,own,debt_consolidation,0
L118884,10,9999,38935.94,22.33,53.6%,10+ years,7000, 60 months,10.21%,Mortgage,debt_consolidation,0
L118885,7,789,"36,819",26.06,84.5%,8 years,25600, 36 months,5.36%,rent,home_improvement,0
L118886,4,711,152440.08,18.8,0.9%,9 years,12100, 36 months,9.64%,MORTGAGE,credit_card,0
L118887,24,750,"$47,473.87",16.76,52.3%,1 years,20600, 36 months,10.54%,Rent,home_improvement,0
L118888,1,717,"$90,748.14",23.74,44.1%,2 years,2600, 60 months,11.92%,rent,debt_consolidation,0
L118889,23,585,"$78,809.38",18.82,104.5%,8 years,5200, 36 months,17.35%,mortgage,debt_consolidation,1
L118890,18,682,"$39,170.09",6.03,60.8%,2 years,8500, 60 months,12.4%,RENT,major_purchase,0
L118891,17,642,61100.31,,66.7%,6 years,2800, 36 months,16.66%,Rent,debt_consolidation,1
L118892,13,703,"$36,294.68",,80.9%,6 years,1000, 60 months,13.78%,Rent,home_improvement,0
L118893,4,646,"123,497",10.72,0.0%,8 years,23000, 36 months,14.31%,Rent,other,0
L118894,13,723,37971.93,31.7,66.0%,10+ years,20900, 60 months,12.13%,mortgage,home_improvement,0
L118895,15,744,"71,872",15.47,32.9%,6 years,1000, 36 months,10.68%,Rent,other,0
L118896,10,756,"46,766",26.59,23.8%,2 years,3800, 36 months,9.59%,Mortgage,debt_consolidation,0
L118897,20,779,37705.1,10.14,41.7%,5 years,31000, 60 months,7.46%,Own,home_improvement,0
L118898,18,598,"102,606",24.61,46.2%,10 years,8300, 36 months,16.77%,MORTGAGE,major_purchase,1
L118899,14,624,"$46,138.94",29.0,60.3%,6 years,17100, 36 months,15.03%,mortgage,medical,0
L118900,24,9999,23985.24,11.6,73.6%,5 years,12200, 60 months,5.0%,Own,home_improvement,0
L118901,7,746,0,20.33,90.1%,10+ years,5100, 36 months,9.69%,own,other,0
L118902,20,702,42034.79,16.1,32.2%,10+ years,13300, 60 months,10.57%,Own,major_purchase,0
L118903,23,692,"$64,783.04",9.79,51.4%,4 years,23800, 36 months,13.28%,Rent,home_improvement,0
L118904,16,687,"$91,863.62",18.9,0.0%,n/a,11000, 36 months,13.45%,Rent,major_purchase,0
L118905,15,584,71561.65,15.41,29.7%,< 1 year,11900, 36 months,19.64%,MORTGAGE,debt_consolidation,1
L118906,2,9999,"$93,377.16",15.89,62.5%,2 years,28300, 36 months,15.31%,Rent,debt_consolidation,0
L118907,24,684,"$31,285.87",,71.2%,3 years,11000, 36 months,14.27%,Rent,credit_card,0
L118908,21,651,109013.83,24.85,120.0%,3 years,15600, 36 months,16.57%,MORTGAGE,other,1
L118909,12,658,51599.95,14.64,46.6%,9 years,15000, 60 months,17.85%,Rent,other,1
L118910,10,831,"$29,339.12",15.63,31.8%,7 years,15000, 36 months,5.0%,RENT,debt_consolidation,0
L118911,21,676,17548.25,9.64,48.8%,5 years,10200, 60 months,14.36%,Rent,credit_card,0
L118912,21,705,51318.48,26.63,46.7%,< 1 year,36000, 36 months,13.09%,Rent,debt_consolidation,0
L118913,20,703,"$40,412.63",7.52,25.8%,10+ years,21200, 36 months,14.13%,Mortgage,debt_consolidation,0
L118914,24,722,"$40,727.05",5.16,,10+ years,30100, 60 months,12.24%,rent,credit_card,0
L118915,10,664,70769.32,19.12,18.1%,4 years,5300, 36 months,17.25%,Mortgage,major_purchase,0
L118916,5,759,"$141,511.33",,63.7%,4 years,17600, 60 months,11.81%,MORTGAGE,credit_card,0
L118917,8,714,"$38,145.87",23.02,55.7%,3 years,22800, 36 months,9.87%,mortgage,small_business,0
L118918,24,619,62693.68,30.41,59.9%,1 years,8800, 36 months,18.09%,rent,other,1
L118919,3,684,45076.25,28.27,69.2%,10+ years,16200, 36 months,14.29%,rent,debt_consolidation,0
L118920,18,681,36553.15,25.66,89.5%,10+ years,17500, 60 months,11.2%,rent,home_improvement,0
L118921,18,678,"$36,027.32",,53.4%,10 years,22100, 36 months,11.99%,Mortgage,small_business,0
L118922,2,718,"$136,099.63",26.37,53.3%,3 years,18100, 36 months,8.5%,mortgage,debt_consolidation,0
L118923,7,725,60272.79,14.37,60.6%,8 years,25100, 36 months,10.26%,Own,other,0
L118924,6,718,"$54,445.53",8.87,43.4%,5 years,21100, 36 months,11.8%,mortgage,home_improvement,0
L118925,16,709,"$42,503.99",22.34,81.1%,10+ years,1000, 36 months,9.88%,OWN,debt_consolidation,0
L118926,23,695,"$61,921.25",14.54,18.6%,10+ years,27200, 60 months,15.47%,MORTGAGE,home_improvement,0
L118927,19,572,43520.53,16.74,63.0%,< 1 year,9000, 36 months,22.17%,mortgage,debt_consolidation,0
L118928,12,733,"$157,159.87",23.4,44.9%,7 years,16000, 36 months,8.69%,Mortgage,credit_card,0
L118929,8,717,"$67,907.82",24.23,66.7%,10+ years,13800, 36 months,9.8%,MORTGAGE,debt_consolidation,0
L118930,18,636,64198.15,15.55,32.0%,3 years,14300, 36 months,15.87%,mortgage,major_purchase,0
L118931,6,705,"$63,475.16",19.09,106.7%,10 years,14800, 36 months,11.17%,MORTGAGE,debt_consolidation,0
L118932,21,726,"$115,140.00",25.38,68.3%,8 years,13800, 36 months,6.95%,Mortgage,major_purchase,0
L118933,15,9999,"59,217",12.21,44.9%,10+ years,22000, 36 months,7.87%,MORTGAGE,debt_consolidation,0
L118934,21,718,47181.96,5.31,57.8%,< 1 year,6900, 60 months,8.2%,RENT,debt_consolidation,0
L118935,21,708,"64,895",14.07,55.4%,5 years,9200, 60 months,14.54%,Rent,credit_card,0
L118936,9,742,"88,936",15.4,64.7%,6 years,18500, 60 months,8.97%,RENT,debt_consolidation,0
L118937,5,673,"$108,172.35",16.95,52.9%,10+ years,4600, 36 months,14.57%,Mortgage,debt_consolidation,1
L118938,1,713,"$66,669.66",36.1,81.3%,n/a,32300, 36 months,10.57%,OWN,major_purchase,0
L118939,10,656,"$67,150.31",12.19,0.0%,10+ years,12600, 36 months,12.39%,Rent,debt_consolidation,0
L118940,5,751,"$98,358.03",16.68,36.0%,10+ years,26800, 36 months,8.99%,own,major_purchase,0
L118941,1,601,"15,259",11.1,53.7%,5 years,14000, 36 months,17.97%,RENT,debt_consolidation,1
L118942,15,735,"$62,573.96",19.88,16.9%,6 years,7700, 36 months,11.8%,own,major_purchase,0
L118943,24,691,"$44,702.54",22.18,63.1%,n/a,16500, 60 months,14.06%,rent,medical,0
L118944,3,743,"$61,637.25",23.98,75.0%,10+ years,19300, 36 months,8.33%,OWN,debt_consolidation,0
L118945,14,647,71528.49,20.02,100.0%,< 1 year,12200, 36 months,15.5%,Rent,debt_consolidation,0
L118946,21,695,"$111,580.51",18.75,76.0%,< 1 year,1000, 36 months,11.26%,mortgage,credit_card,0
L118947,19,693,29963.8,0.0,64.8%,10+ years,13600, 36 months,14.17%,mortgage,debt_consolidation,0
L118948,14,714,"$41,788.10",23.73,68.2%,4 years,13900, 36 months,11.79%,Own,debt_consolidation,0
L118949,16,632,"38,379",29.0,41.9%,< 1 year,5500, 36 months,16.82%,Rent,debt_consolidation,0
L118950,13,725,0,11.74,,10+ years,26600, 36 months,8.43%,Mortgage,small_business,0
L118951,22,588,"30,179",11.07,53.8%,< 1 year,16000, 36 months,20.77%,Rent,debt_consolidation,0
L118952,6,653,"$174,332.57",9.24,67.7%,10+ years,23500, 60 months,14.45%,Rent,debt_consolidation,0
L118953,12,604,"$92,537.38",22.95,30.5%,,21100, 60 months,19.61%,MORTGAGE,debt_consolidation,0
L118954,7,9999,"$40,631.80",8.97,75.9%,7 years,6700, 60 months,7.05%,Mortgage,debt_consolidation,0
L118955,7,712,"60,340",17.0,61.6%,2 years,4800, 36 months,11.23%,RENT,debt_consolidation,0
L118956,24,715,48176.48,6.11,61.7%,6 years,8700, 36 months,9.83%,Mortgage,debt_consolidation,0
L118957,9,771,"$64,735.33",21.32,,3 years,19200, 36 months,7.56%,rent,debt_consolidation,0
L118958,20,673,"40,788",14.53,58.3%,6 years,20600, 60 months,16.69%,MORTGAGE,debt_consolidation,0
L118959,12,724,27958.7,19.71,87.0%,7 years,28300, 36 months,9.32%,mortgage,credit_card,0
L118960,11,694,44975.71,11.16,77.5%,< 1 year,17300, 36 months,13.19%,Mortgage,debt_consolidation,0
L118961,10,685,"$119,450.85",12.3,61.7%,5 years,18000, 60 months,15.64%,Mortgage,credit_card,0
L118962,18,762,"$28,495.71",13.42,35.3%,4 years,8200, 36 months,6.46%,rent,small_business,0
L118963,21,805,"$103,627.97",11.2,43.3%,10+ years,1000, 36 months,5.0%,mortgage,debt_consolidation,0
L118964,19,666,"$79,219.23",10.8,,10+ years,19500, 60 months,15.55%,MORTGAGE,credit_card,0
L118965,20,9999,49029.73,7.76,44.4%,8 years,2600, 60 months,10.9%,mortgage,debt_consolidation,0
L118966,9,708,87118.95,21.77,75.0%,2 years,21900, 36 months,10.44%,Rent,credit_card,0
L118967,6,708,66456.82,20.4,8.6%,,23500, 36 months,11.59%,Rent,small_business,0
L118968,1,704,20563.59,14.62,33.0%,8 years,18700, 36 months,10.08%,mortgage,credit_card,0
L118969,21,672,"48,910",24.04,56.7%,4 years,12500, 36 months,13.71%,Mortgage,credit_card,1
L118970,7,520,"$49,631.43",29.82,26.9%,9 years,12000, 36 months,20.26%,Rent,credit_card,0
L118971,21,774,"$123,315.23",12.33,26.3%,6 years,13200, 60 months,6.11%,MORTGAGE,debt_consolidation,0
L118972,2,652,49000.58,19.68,70.6%,7 years,29400, 36 months,16.78%,mortgage,medical,0
L118973,22,677,"$53,882.91",19.69,40.3%,7 years,20200, 36 months,11.73%,RENT,small_business,1
L118974,20,9999,"$33,502.78",12.87,23.9%,2 years,20600, 36 months,16.13%,Mortgage,credit_card,0
L118975,13,647,58008.97,7.59,,< 1 year,14800, 36 months,13.93%,MORTGAGE,debt_consolidation,0
L118976,17,703,"$33,042.69",37.6,35.5%,5 years,24000, 36 months,13.02%,Rent,debt_consolidation,0
L118977,20,688,"$103,055.30",20.75,93.2%,< 1 year,3500, 36 months,10.55%,mortgage,major_purchase,1
L118978,17,651,48520.02,18.24,22.1%,5 years,8100, 36 months,12.74%,Mortgage,credit_card,1
L118979,20,698,"$33,003.10",20.61,67.1%,10+ years,14600, 36 months,11.91%,mortgage,home_improvement,0
L118980,9,688,110498.22,37.4,80.9%,< 1 year,16600, 36 months,12.45%,Mortgage,debt_consolidation,0
L118981,14,741,31162.85,16.26,47.9%,10 years,19000, 36 months,12.32%,OWN,small_business,0
L118982,20,616,"68,028",18.39,19.5%,10+ years,7900, 36 months,16.81%,RENT,other,0
L118983,2,646,"$28,462.92",18.48,84.3%,5 years,4300, 36 months,13.68%,rent,debt_consolidation,1
L118984,11,730,"$69,321.42",26.73,53.0%,6 years,4900, 60 months,9.89%,mortgage,debt_consolidation,0
L118985,3,655,"$102,107.03",20.16,56.3%,7 years,15500, 36 months,10.68%,own,credit_card,0
L118986,18,640,"$43,299.42",5.58,,5 years,7400, 36 months,13.85%,Rent,credit_card,0
L118987,3,658,33193.3,3.88,52.1%,5 years,4400, 60 months,13.72%,mortgage,major_purchase,0
L118988,19,684,33713.83,26.28,29.4%,10+ years,6600, 36 months,11.7%,Own,debt_consolidation,1
L118989,15,685,"58,239",19.98,0.0%,2 years,21600, 60 months,10.44%,rent,credit_card,0
L118990,18,678,"$156,999.78",,17.2%,5 years,9500, 36 months,12.46%,mortgage,medical,0
L118991,2,633,102127.75,11.66,6.8%,3 years,30800, 36 months,15.77%,RENT,debt_consolidation,1
L118992,8,733,"$107,499.27",31.98,56.5%,7 years,29000, 36 months,9.84%,mortgage,home_improvement,1
L118993,13,763,"$35,067.94",19.85,35.6%,< 1 year,13300, 36 months,9.72%,mortgage,credit_card,0
L118994,24,585,103617.19,22.17,,,11800, 36 months,20.6%,mortgage,home_improvement,0
L118995,12,605,"$98,079.55",24.53,66.3%,2 years,20700, 36 months,16.39%,RENT,medical,0
L118996,14,745,"$69,738.05",21.43,58.9%,6 years,14400, 36 months,9.1%,Mortgage,credit_card,0
L118997,8,776,"$43,661.55",14.44,94.9%,2 years,16200, 60 months,9.66%,own,major_purchase,0
L118998,19,573,"$97,352.66",16.39,15.6%,3 years,12300, 36 months,21.53%,Rent,debt_consolidation,0
L118999,5,735,42662.25,23.17,105.7%,2 years,4000, 36 months,7.5%,MORTGAGE,debt_consolidation,0
L119000,18,780,-1,25.1,28.8%,3 years,19800, 36 months,6.55%,Own,debt_consolidation,0
L119001,23,643,"$49,496.00",26.46,83.5%,7 years,19100, 60 months,15.62%,MORTGAGE,credit_card,0
L119002,2,777,36579.43,11.62,15.9%,10+ years,21300, 36 months,7.53%,MORTGAGE,debt_consolidation,0
L119003,2,680,"48,892",19.46,57.7%,< 1 year,20500, 36 months,11.54%,MORTGAGE,debt_consolidation,0
L119004,24,707,"160,164",11.55,86.7%,7 years,6900, 36 months,10.47%,Mortgage,credit_card,0
L119005,18,650,33424.82,17.04,66.4%,4 years,20300, 60 months,17.6%,Rent,home_improvement,0
L119006,6,9999,"98,298",15.96,54.3%,8 years,13700, 60 months,12.69%,Mortgage,debt_consolidation,0
L119007,19,736,"$91,138.18",,100.9%,8 years,20900, 36 months,11.08%,rent,major_purchase,0
L119008,7,9999,"$54,601.03",25.38,22.0%,2 years,9200, 36 months,5.34%,rent,credit_card,0
L119009,11,769,45430.97,,53.8%,6 years,27200, 60 months,9.08%,Mortgage,other,0
L119010,8,689,"32,075",33.69,21.8%,n/a,29000, 36 months,11.82%,RENT,debt_consolidation,0
L119011,9,850,"$114,040.36",27.99,49.0%,5 years,9800, 60 months,5.0%,mortgage,credit_card,0
L119012,8,764,"33,030",5.09,28.5%,10 years,15700, 36 months,9.25%,Rent,major_purchase,0
L119013,19,720,14851.0,20.46,48.6%,9 years,17100, 60 months,15.21%,rent,credit_card,0
L119014,9,635,"$69,840.73",8.68,32.5%,5 years,15400, 60 months,13.95%,rent,debt_consolidation,0
L119015,9,606,30473.73,20.77,,9 years,8400, 60 months,16.3%,Mortgage,other,0
L119016,14,611,"$56,677.64",6.51,46.0%,6 years,1000, 36 months,16.76%,Rent,medical,1
L119017,24,639,30579.92,27.18,66.3%,2 years,16500, 60 months,15.7%,Rent,credit_card,0
L119018,3,766,"$44,772.10",27.55,39.6%,7 years,9800, 36 months,6.75%,Own,debt_consolidation,0
L119019,1,717,61988.48,14.14,,4 years,17700, 60 months,14.05%,RENT,debt_consolidation,0
L119020,9,656,68580.95,19.29,34.5%,8 years,13600, 36 months,12.12%,rent,home_improvement,0
L119021,10,683,"$116,936.40",7.7,45.8%,7 years,32600, 36 months,14.44%,Rent,credit_card,0
L119022,21,676,"$59,915.97",13.44,0.0%,4 years,13800, 36 months,13.41%,OWN,major_purchase,0
L119023,17,734,63170.14,16.57,,< 1 year,25900, 60 months,13.45%,Rent,debt_consolidation,0
L119024,6,642,"$53,108.49",,63.7%,8 years,7500, 36 months,14.37%,Mortgage,debt_consolidation,0
L119025,10,709,"$95,032.59",30.9,11.5%,8 years,22100, 60 months,11.41%,Mortgage,medical,0
L119026,4,707,"$34,012.57",18.92,58.5%,8 years,16300, 36 months,11.57%,Rent,credit_card,0
L119027,20,643,"$48,108.62",27.78,87.2%,5 years,14000, 36 months,14.56%,RENT,debt_consolidation,1
L119028,5,777,"59,836",16.37,55.6%,5 years,11100, 36 months,5.93%,rent,debt_consolidation,0
L119029,4,674,"$38,059.90",12.23,48.4%,4 years,20300, 36 months,14.13%,rent,credit_card,0
L119030,23,635,"$120,317.27",18.61,78.4%,10+ years,22500, 36 months,18.56%,Own,credit_card,1
L119031,17,737,"70,211",25.42,55.8%,3 years,16100, 60 months,8.3%,RENT,debt_consolidation,0
L119032,3,693,"$32,440.68",12.4,81.6%,5 years,19100, 36 months,11.36%,mortgage,debt_consolidation,0
L119033,20,712,"$73,436.02",,,10 years,22600, 60 months,10.2%,rent,home_improvement,0
L119034,11,9999,"$115,271.71",13.09,92.5%,10+ years,34000, 36 months,19.08%,RENT,major_purchase,1
L119035,24,9999,41779.51,0.72,51.2%,8 years,30900, 36 months,8.19%,MORTGAGE,debt_consolidation,0
L119036,15,809,"$118,280.27",14.91,69.6%,< 1 year,10300, 60 months,6.59%,Mortgage,debt_consolidation,0
L119037,10,621,"$68,080.75",18.83,55.7%,1 years,18300, 36 months,14.94%,rent,credit_card,0
L119038,4,709,"$66,226.87",17.82,79.7%,6 years,19600, 60 months,12.06%,MORTGAGE,debt_consolidation,0
L119039,7,647,109010.11,15.51,96.0%,10+ years,15800, 60 months,15.36%,mortgage,debt_consolidation,1
L119040,13,838,66294.11,,45.8%,10+ years,17800, 60 months,5.67%,rent,medical,0
L119041,24,758,"72,776",12.62,31.2%,4 years,6900, 36 months,7.12%,MORTGAGE,debt_consolidation,0
L119042,23,706,"62,702",21.76,4.4%,< 1 year,1000, 60 months,10.95%,Own,debt_consolidation,0
L119043,8,622,"24,912",14.21,53.5%,4 years,20400, 36 months,15.97%,Own,home_improvement,0
L119044,17,636,73552.92,24.32,52.6%,6 years,25900, 36 months,13.72%,own,debt_consolidation,0
L119045,20,731,"$67,919.60",6.67,88.7%,1 years,4800, 36 months,10.89%,OWN,debt_consolidation,0
L119046,22,615,"49,513",18.45,62.8%,10+ years,3300, 60 months,19.61%,rent,major_purchase,1
L119047,17,617,16734.51,21.67,3.0%,4 years,20600, 60 months,19.15%,RENT,home_improvement,1
L119048,7,690,81718.67,27.73,,7 years,10200, 36 months,12.47%,rent,home_improvement,0
L119049,3,697,"$38,941.79",13.46,43.6%,6 years,5900, 60 months,11.43%,rent,debt_consolidation,0
L119050,16,711,"$34,085.32",27.09,50.5%,10+ years,16500, 36 months,9.96%,Mortgage,medical,0
L119051,1,666,32502.27,21.22,66.2%,8 years,18400, 36 months,16.75%,Mortgage,debt_consolidation,0
L119052,7,741,"$22,482.38",31.54,39.2%,4 years,24200, 36 months,13.52%,MORTGAGE,credit_card,0
L119053,12,643,"75,422",5.95,73.1%,7 years,14700, 36 months,15.71%,MORTGAGE,debt_consolidation,0
L119054,1,724,194465.63,19.59,,8 years,13100, 60 months,10.35%,Rent,credit_card,0
L119055,16,702,"$44,803.96",17.4,29.6%,8 years,17700, 36 months,11.18%,Mortgage,medical,0
L119056,1,723,"$90,264.93",18.99,114.7%,9 years,21800, 36 months,11.12%,rent,home_improvement,0
L119057,4,755,N/A,24.66,72.2%,5 years,12800, 36 months,8.48%,mortgage,debt_consolidation,0
L119058,7,665,68725.17,28.83,41.7%,,22800, 36 months,12.34%,rent,credit_card,0
L119059,9,654,57912.79,20.31,33.6%,4 years,8200, 36 months,16.09%,own,debt_consolidation,0
L119060,8,597,88535.27,4.83,73.3%,8 years,1000, 36 months,15.16%,Rent,credit_card,0
L119061,14,579,"$32,725.83",14.65,87.5%,7 years,14400, 36 months,19.24%,rent,debt_consolidation,1
L119062,13,680,"62,930",42.92,56.8%,6 years,12200, 60 months,16.12%,RENT,home_improvement,1
L119063,15,684,"$105,599.41",10.04,84.4%,8 years,11100, 36 months,11.04%,own,debt_consolidation,0
L119064,12,630,"85,015",19.11,95.7%,3 years,27000, 60 months,15.67%,Rent,debt_consolidation,1
L119065,12,642,0,23.5,88.1%,3 years,21700, 36 months,15.7%,Mortgage,debt_consolidation,0
L119066,5,774,"$62,865.80",25.65,87.8%,4 years,1500, 36 months,8.2%,Rent,credit_card,0
L119067,5,738,"49,989",,49.0%,< 1 year,11500, 36 months,8.41%,RENT,debt_consolidation,0
L119068,6,621,50193.08,29.22,42.6%,3 years,18300, 36 months,19.48%,Mortgage,debt_consolidation,1
L119069,10,666,"$27,538.67",27.44,42.4%,5 years,9700, 60 months,15.33%,Own,medical,0
L119070,23,9999,77002.26,21.17,41.8%,5 years,1000, 36 months,9.85%,mortgage,credit_card,0
L119071,11,656,118469.87,10.34,37.9%,< 1 year,14100, 36 months,14.97%,mortgage,debt_consolidation,0
L119072,7,646,"$69,356.84",13.18,17.6%,2 years,26100, 36 months,16.35%,RENT,credit_card,0
L119073,23,671,60373.85,12.34,104.0%,6 years,22100, 36 months,13.45%,RENT,debt_consolidation,0
L119074,21,750,"80,784",15.69,35.1%,4 years,10900, 60 months,10.35%,rent,debt_consolidation,0
L119075,7,755,"$20,759.72",28.64,46.0%,< 1 year,21400, 36 months,12.19%,RENT,major_purchase,0
L119076,10,650,"$46,462.90",19.97,,7 years,22600, 36 months,14.87%,Rent,debt_consolidation,0
L119077,15,715,"$57,703.59",22.59,,< 1 year,22400, 60 months,13.74%,MORTGAGE,medical,0
L119078,12,690,"$25,504.65",18.88,45.2%,5 years,25400, 36 months,14.56%,MORTGAGE,debt_consolidation,0
L119079,1,635,"$64,876.80",29.81,62.0%,< 1 year,6600, 36 months,12.56%,MORTGAGE,credit_card,1
L119080,21,674,"$23,733.05",5.11,61.4%,< 1 year,11500, 36 months,13.89%,rent,major_purchase,0
L119081,11,620,84589.16,0.0,62.4%,4 years,14900, 36 months,17.47%,rent,debt_consolidation,1
L119082,15,754,67032.13,17.21,,7 years,7800, 36 months,8.66%,Rent,home_improvement,0
L119083,18,775,54424.59,17.41,38.2%,1 years,8900, 60 months,7.43%,RENT,debt_consolidation,0
L119084,19,667,87615.9,17.17,,8 years,21500, 36 months,13.86%,own,home_improvement,0
L119085,13,654,"$64,441.64",11.99,67.1%,10 years,28300, 36 months,13.28%,Rent,credit_card,0
L119086,20,748,"$75,939.68",7.07,68.8%,< 1 year,10000, 36 months,9.76%,MORTGAGE,debt_consolidation,0
L119087,13,757,"$68,993.95",16.65,54.8%,5 years,13900, 36 months,7.42%,OWN,home_improvement,0
L119088,22,629,"$38,948.57",14.57,43.4%,7 years,17800, 36 months,16.3%,own,debt_consolidation,0
L119089,18,682,131154.51,19.39,88.0%,7 years,14000, 36 months,13.35%,Rent,debt_consolidation,0
L119090,13,687,"$111,621.59",23.04,71.5%,4 years,17600, 36 months,12.71%,MORTGAGE,medical,0
L119091,10,648,"$74,187.76",26.9,90.9%,n/a,15900, 36 months,13.42%,MORTGAGE,debt_consolidation,0
L119092,8,711,"$64,549.23",24.12,36.8%,9 years,13400, 36 months,10.05%,Mortgage,major_purchase,0
L119093,10,652,"87,131",17.35,59.6%,2 years,3700, 36 months,14.57%,mortgage,debt_consolidation,1
L119094,12,660,"112,429",21.18,58.8%,9 years,19100, 60 months,17.24%,mortgage,major_purchase,0
L119095,19,684,"$155,131.45",8.17,57.5%,10+ years,17900, 36 months,11.95%,RENT,debt_consolidation,0
L119096,11,608,"$45,672.24",10.85,,6 years,27600, 36 months,16.59%,rent,major_purchase,0
L119097,13,577,"$101,003.33",31.23,15.4%,2 years,18300, 60 months,20.24%,MORTGAGE,home_improvement,1
L119098,5,741,"$57,319.66",25.91,0.0%,10+ years,22100, 36 months,10.53%,Mortgage,debt_consolidation,0
